D1	2.32208918265192	D1	5	100	1
K1	2.14651944761061	K1	2	100	1
K1	2.14651944761061	L1	3	71.4285714285714	1
F1	2.03564522743482	F1	5	100	1
M1	2.00196881069401	M1	4	100	1
B1	1.82777531644538	B1	5	100	1
H1	1.74818138153271	H1	2	100	1
G1	1.689870082035	G1	3	100	1
O1	1.59117981136515	O1	4	100	1
D1	2.35891421871484	D1	4	100	2
K1	2.18056020002402	K1	4	100	2
F1	2.06792767133123	F1	5	100	2
M1	2.03371719756697	M1	4	100	2
C1	1.82224945914751	C1	4	100	2
H1	1.77590506103662	H1	4	100	2
K1	1.46034492184692	K1	4	100	3
K1	1.46034492184692	L1	1	71.4285714285714	3
C1	1.22038031482376	C1	1	100	3
H1	1.18934296681216	H1	5	100	3
E1	1.16421454538041	E1	2	100	3
D1	1.94925339071739	D1	4	100	4
K1	1.80187322333569	L1	1	71.4285714285714	4
M1	1.68053170843287	M1	5	100	4
E1	1.43648735521945	E1	4	100	4
E1	1.43648735521945	R1	1	77.7777777777778	4
G1	1.41854370140099	G1	3	100	4
O1	1.33569919397242	O1	4	100	4
D1	2.27142403034691	D1	3	100	5
K1	2.0996850149868	K1	5	100	5
K1	2.0996850149868	L1	5	71.4285714285714	5
M1	1.95828829861379	M1	1	100	5
B1	1.78789549306501	B1	4	100	5
C1	1.75466372494857	C1	5	100	5
E1	1.67390853981057	E1	4	100	5
E1	1.67390853981057	R1	5	77.7777777777778	5
G1	1.65299917619652	G1	4	100	5
